Sr_No,Date_dd_mm_yyyy,Startup_Name,Industry_Vertical,SubVertical,City__Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
1642,2016-06-24,Leap India,Others,Supply Chain Equipment & Services Provider,Mumbai,Mayfield Ventures,Private Equity,3000000.0,,2016,6
1643,2016-06-24,Kabadiexpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed Investor,Seed Funding,148000.0,,2016,6
1644,2016-06-27,Yourdost,Consumer Internet,Online Counselling & Personal Coaching Platform,Bengaluru,"Saif Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000.0,,2016,6
1645,2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon Discovery & Booking Platform,Bengaluru,Undisclosed Investor,Seed Funding,100000.0,,2016,6
1646,2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car Rental Platform,New Delhi,"Kanodia Family, Amit Banka",Seed Funding,0.0,,2016,6
1647,2016-06-27,Travelyaari,Consumer Internet,Online Ticket Booking Platform,Bengaluru,Gvfl Ltd,Private Equity,3000000.0,,2016,6
1648,2016-06-28,Fabhotels,Consumer Internet,Online Hotel Aggregator & Booking Platform,Gurugram,"Accel Partners, Rb Investments",Private Equity,8000000.0,,2016,6
1649,2016-06-28,Locanix,Technology,Gps Based Saas Solutions,Ahmedabad,Undisclosed Investors,Seed Funding,300000.0,,2016,6
1650,2016-06-28,Lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,,2016,6
1651,2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,295000.0,,2016,6
1652,2016-06-28,Mysuperbrain,Consumer Internet,Online Talent Discovery Platform For Kids,Hyderabad,Soniks Consulting,Seed Funding,0.0,,2016,6
1653,2016-06-28,Blogbeats,Consumer Internet,Online Blogging Platform,Bengaluru,Undisclosed Investor,Seed Funding,0.0,,2016,6
1654,2016-06-29,Letreach,Ecommerce,Ecommerce Saas Solutions,New Delhi,Vcommission,Private Equity,100000.0,,2016,6
1655,2016-06-29,Trendieapp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,50000.0,,2016,6
1656,2016-06-29,Impactguru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,0.0,,2016,6
1657,2016-06-29,Velvetcase,Ecommerce,Online Designer Jewellery Marketplace,Mumbai,"Uniqorn Ventures Fund, Tv Mohandas Pai, S Somasegar",Private Equity,1500000.0,,2016,6
1658,2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab Booking,Mumbai,Brand Capital,Private Equity,25000000.0,,2016,6
1659,2016-06-30,Campus Diaries,Consumer Internet,Student Focussed Content Discovery Portal,Bengaluru,Aarin Capital,Seed Funding,220000.0,,2016,6
1660,2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment Platform,Bengaluru,"Omidyar Network, Accel Partners & Existing Investors",Private Equity,0.0,,2016,6
1661,2016-06-30,Biryani Blues,Food & Beverage,Qsr Chain,Gurugram,Carpediem Capital & Others,Private Equity,368000.0,,2016,6
1662,2016-05-01,Motomojo,Consumer Internet,Mobile Based Vehicle Maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,0.0,,2016,5
1663,2016-05-01,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,376000.0,,2016,5
1664,2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,145000.0,,2016,5
1665,2016-05-02,Airwood,Technology,Agri Data & Analytics Platform,Chennai,Startupxseed Ventures,Seed Funding,0.0,,2016,5
1666,2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"Gmo Payment Gateway, Mediatek",Private Equity,50000000.0,,2016,5
1667,2016-05-03,Idreamcareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,0.0,,2016,5
1668,2016-05-03,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,Undisclosed Investors,Seed Funding,250000.0,,2016,5
1669,2016-05-03,Boibanit,Consumer Internet,Online Food Delivery Platform,Vadodara,Undisclosed Investors,Seed Funding,0.0,,2016,5
1670,2016-05-03,Zuver,Consumer Internet,Car Driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000.0,,2016,5
1671,2016-05-03,Prepathon,Education,Competitive Exam Learning Platform,Mumbai,Blume Ventures,Private Equity,0.0,,2016,5
1672,2016-05-04,Easyroads,Consumer Internet,Road Trip Planning Mobile App,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000.0,,2016,5
1673,2016-05-04,Lenskart,Ecommerce,Eyewear & Accessories Etailer,New Delhi,"International Finance Corp, Tpg Growth, Adveq Management, Idg Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,,2016,5
1674,2016-05-04,Seclore,Technology,Enterprise Security Technology Platform,Mumbai,"Sistema Asia Fund, Helion Venture, Ventureeast, India Alternatives",Private Equity,12000000.0,,2016,5
1675,2016-05-04,Solartown,Technology,Solar Rooftop System Installation Company,Chennai,Grex.In,Seed Funding,200000.0,,2016,5
1676,2016-05-04,Comarete,Technology,Telecom & Media It Services Company,Pune,Grex.In,Seed Funding,200000.0,,2016,5
1677,2016-05-04,Mydentistchoice,Ecommerce,Medical Supplies Etailer,Hyderabad,Undisclosed Investors,Seed Funding,150000.0,,2016,5
1678,2016-05-04,Active.Ai,Technology,Intelligent Tech Platform For Finance Vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500000.0,,2016,5
1679,2016-05-04,Affordplan,Technology,Affordable Non-Emergency Medical Service Health Plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000.0,,2016,5
1680,2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,500000.0,,2016,5
1681,2016-05-05,Unbxd,Technology,Ecommerce Product Discovery Software,New Delhi,"Idg Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0,,2016,5
1682,2016-05-05,Weballigator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group Of Undisclosed Angel Investors & Hnis,Seed Funding,375000.0,,2016,5
1683,2016-05-06,Eduace Services,Education,Education Workshops & Mentoring Programs,Lucknow,Momagic Technologies,Private Equity,1000000.0,,2016,5
1684,2016-05-06,Meesho,Ecommerce,Social Commerce Platform,Bengaluru,Rajul Garg & Others,Seed Funding,0.0,,2016,5
1685,2016-05-07,Zebroads,Logistics,Logistics And Warehousing Services,Hyderabad,Undisclosed Investors,Seed Funding,75000.0,,2016,5
1686,2016-05-09,Locus,Technology,Logistics Intelligence Platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Ranavat",Private Equity,2750000.0,,2016,5
1687,2016-05-09,Toko Innovations,Consumer Internet,Children\ Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,450000.0,,2016,5
1688,2016-05-09,Rentickle,Ecommerce,"Furniture, Appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000.0,,2016,5
1689,2016-05-10,Healthifyme,Consumer Internet,Health & Fitness App,Bengaluru,"Idg Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,,2016,5
1690,2016-05-10,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,,2016,5
1691,2016-05-10,Innonano Research,Technology,Clean Water Technology,Chennai,Nanoholdings,Private Equity,18000000.0,,2016,5
1692,2016-05-10,Schoolwear,Ecommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed Investors,Seed Funding,1500000.0,,2016,5
1693,2016-05-10,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, Dst Global, Accel Partners",Private Equity,7000000.0,,2016,5
1694,2016-05-11,Zenify,Consumer Internet,Home Rental Discovery & Booking Portal,Bengaluru,Undisclosed Investors,Private Equity,900000.0,,2016,5
1695,2016-05-11,Faircent,Consumer Internet,Online Peer To Peer Lending Platform,Gurugram,"Jm Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0,,2016,5
1696,2016-05-11,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,,2016,5
1697,2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000.0,,2016,5
1698,2016-05-12,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, Saif Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,,2016,5
1699,2016-05-12,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,Groupe Sos,Private Equity,150000.0,,2016,5
1700,2016-05-12,Dream Wallets,Consumer Internet,Online Crowdfunding Platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, And Sanjeev Agrawal",Seed Funding,0.0,,2016,5
1701,2016-05-12,Shabdnagari,Consumer Internet,Hindi Social Networking Portal,Kanpur,Ah! Ventures,Seed Funding,0.0,,2016,5
1702,2016-05-12,Galleri5,Consumer Internet,Visual Content Discovery Platform,Bengaluru,"Phanindra Sama, Raghunandan G,",Seed Funding,0.0,,2016,5
1703,2016-05-12,Derbii,Logistics,Carpooling Services,Gurugram,Anurag Chauhan,Seed Funding,0.0,,2016,5
1704,2016-05-13,Stayzilla,Consumer Internet,Budget Room Aggregator Booking Platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,,2016,5
1705,2016-05-13,Wow Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,,2016,5
1706,2016-05-16,Smartivity,Ecommerce,Smart Learning Products,Delhi,"S Chand, Advantedge Partners",Private Equity,1000000.0,,2016,5
1707,2016-05-16,Bedbathmore,Consumer Internet,Home Decor Emarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0,,2016,5
1708,2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,0.0,,2016,5
1709,2016-05-17,Crownit,Consumer Internet,Mobile Customer Rewards Management Platform,Gurugram,"Undisclosed Investors, Accel Partners, Helion Venture Partners",Private Equity,0.0,,2016,5
1710,2016-05-17,Blinge,Ecommerce,Apparel Rental Platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,0.0,,2016,5
1711,2016-05-18,Thesmartq,Consumer Internet,Food Ordering Mobile App,Bengaluru,Yournest Angel Fund,Seed Funding,250000.0,,2016,5
1712,2016-05-18,Purplehealth,Consumer Internet,Online Health-On-Demand Platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0,,2016,5
1713,2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya Sv,Seed Funding,0.0,,2016,5
1714,2016-05-18,Edupristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, Devry Inc",Private Equity,10000000.0,,2016,5
1715,2016-05-18,Bhiveworkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000.0,,2016,5
1716,2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care App,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,0.0,,2016,5
1717,2016-05-19,Appie,Consumer Internet,Location-Based Offline Retail Discovery Platform,Mumbai,Undisclosed Investors,Seed Funding,1000000.0,,2016,5
1718,2016-05-19,Niki.Ai,Technology,Artificial Intelligence Platform,Bengaluru,Ratan Tata,Private Equity,0.0,,2016,5
1719,2016-05-19,Taxivaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed Hnis,Seed Funding,500000.0,,2016,5
1720,2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, Itw Digital",Seed Funding,500000.0,,2016,5
1721,2016-05-20,I2Ifunding,Consumer Internet,Online Peer To Peer Funding,Noida,Undisclosed Investors,Seed Funding,300000.0,,2016,5
1722,2016-05-23,Edurev,Consumer Internet,Online Learning Platform,Gurugram,Pradeep Reddy Kamasan,Seed Funding,0.0,,2016,5
1723,2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery Platform,New Delhi,Vcommission,Seed Funding,89000.0,,2016,5
1724,2016-05-24,Eatonomist,Consumer Internet,Food Delivery Platform,Gurugram,Mcube Capital Advisors Pvt Ltd,Seed Funding,0.0,,2016,5
1725,2016-05-24,Goalwise,Consumer Internet,Online Investment Platform,Bengaluru,Undisclosed Hnis,Seed Funding,1000000.0,,2016,5
1726,2016-05-25,Roast,Consumer Internet,Mobile Entertainment App,New Delhi,Indian Angel Network,Seed Funding,0.0,,2016,5
1727,2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,,2016,5
1728,2016-05-25,Arcatron Mobility,Technology,Mobility Devices For Differently Abled,Pune,Sudhir Mehta,Seed Funding,100000.0,,2016,5
1729,2016-05-25,Shethepeople,Consumer Internet,Digital Platform For Women,New Delhi,Anand Mahindra,Seed Funding,0.0,,2016,5
1730,2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing Platform,Bengaluru,"Ff Angel, Sequoia Capital",Private Equity,2000000.0,,2016,5
1731,2016-05-26,Consure Medical,Healthcare,Medical Devices Kit Manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0,,2016,5
1732,2016-05-26,Mchamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,Momagic Technologies,Seed Funding,475000.0,,2016,5
1733,2016-05-27,Pianta,Consumer Internet,Online Healthcare Service Discovery Platform,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Funding,0.0,,2016,5
1734,2016-05-30,Vahanalytics,Technology,Safe Driving Analytics Platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0,,2016,5
1735,2016-05-31,Play Your Sport,Consumer Internet,Location Based Sports & Fitness Discovery App,New Delhi,Ashish Gupta And Other Undisclosed Investors,Seed Funding,0.0,,2016,5
1736,2016-05-31,Koovs,Ecommerce,Apparel & Lifestyle Etailer,New Delhi,Ht Media Ltd,Private Equity,4400000.0,,2016,5
1737,2016-05-31,Ccavenue,Consumer Internet,Payment Gateway,Mumbai,Nsi Infinium Global Pvt. Ltd,Private Equity,8900000.0,,2016,5
1738,2016-05-31,1Mg,Ecommerce,Online Pharmacy,Gurugram,Hbm Healthcare Investments,Private Equity,0.0,,2016,5
1739,2016-05-31,Tpot,Food & Beverage,Qsr Chain,Gurugram,Ashish Gupta,Seed Funding,0.0,,2016,5
1740,2016-05-31,Machadalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000.0,,2016,5
1741,2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,Sfo / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, Csc Upshot & Angel Investors",Private Equity,2700000.0,,2016,4
1742,2016-04-01,Picsdream,Consumer Internet,Online Marketplace For Photographers,Delhi,Raman Roy,Seed Funding,0.0,,2016,4
1743,2016-04-01,Process 9,Consumer Internet,Online Translation And Transliteration,Gurugram,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, And Ajai Chowdhry",Seed Funding,0.0,,2016,4
1744,2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,0.0,,2016,4
1745,2016-04-04,Roll Mafia,Food & Beverage,Rolls & Biryanis Qsr Chain,Pune,Equentia Natural Resource & Other Undisclosed Investors,Seed Funding,0.0,,2016,4
1746,2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,,2016,4
1747,2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre For Entrepreneurial Learning,Seed Funding,0.0,,2016,4
1748,2016-04-05,Cult Fitness,Healthcare,Healthcare Training Programs,Bengaluru,Mukesh Bansal,Seed Funding,0.0,,2016,4
1749,2016-04-05,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,0.0,,2016,4
1750,2016-04-05,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings Gmbh, Tm Service Technology Holdings Gmbh",Private Equity,0.0,,2016,4
1751,2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurugram,Dtdc Express Ltd,Private Equity,1000000.0,,2016,4
1752,2016-04-06,Gear6,Consumer Internet,Online Bike Service And Repairs Platform,Bengaluru,Ninestarter,Seed Funding,500000.0,,2016,4
1753,2016-04-06,Myglamm,Consumer Internet,Mobile Based On-Demand Beauty Services Platform,Mumbai,Lx99Occitane,Private Equity,6000000.0,,2016,4
1754,2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Ventures,Private Equity,1000000.0,,2016,4
1755,2016-04-07,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,0.0,,2016,4
1756,2016-04-08,Little Black Book,Consumer Internet,"Curated Food, Event & Lifestyle Guide",New Delhi,"Idg, Indian Angel Network",Seed Funding,0.0,,2016,4
1757,2016-04-08,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,0.0,,2016,4
1758,2016-04-08,Imedilane,Consumer Internet,Online Health Diagnosis Platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,,2016,4
1759,2016-04-11,Living Local,Consumer Internet,Social Discovery Platform,Mumbai,Rattan Chadha,Seed Funding,200000.0,,2016,4
1760,2016-04-11,Vegfru,Ecommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,0.0,,2016,4
1761,2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, Dsg Consumer Partners And Venture Nursery",Private Equity,100000000.0,,2016,4
1762,2016-04-11,Priceraja,Consumer Internet,Price Comparison Portal,Gurugram,Prashant Puri,Seed Funding,300000.0,,2016,4
1763,2016-04-12,Magicx,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0,,2016,4
1764,2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking Platform,Mumbai,Shaan,Seed Funding,0.0,,2016,4
1765,2016-04-12,Lendenclub,Finance,Peer-To-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,0.0,,2016,4
1766,2016-04-12,Indi.Com,Consumer Internet,Video Social Network,Unknown,Anil Kapoor,Seed Funding,0.0,,2016,4
1767,2016-04-13,Legalraasta,Consumer Internet,Online Legal Services For Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0,,2016,4
1768,2016-04-13,Raincan,Consumer Internet,Subscription-Based Grocery Delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,,2016,4
1769,2016-04-13,Hippily,Ecommerce,Fashion Ecommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0,,2016,4
1770,2016-04-13,Kredx,Ecommerce,Invoice Discounting Marketplace,Bengaluru,"Prime Venture Partners,",Seed Funding,750000.0,,2016,4
1771,2016-04-14,Wedwise,Consumer Internet,Wedding Related Services Community,New Delhi,Startup Equity Partners,Seed Funding,0.0,,2016,4
1772,2016-04-14,Beaconstalk,Technology,Contextual Mobile Advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,,2016,4
1773,2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,0.0,,2016,4
1774,2016-04-15,Renewbuy,Consumer Internet,Online Car & Bike Insurance Comparison Portal,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0,,2016,4
1775,2016-04-15,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,0.0,,2016,4
1776,2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service Provider,New Delhi,Naturals Salon Chain,Private Equity,15000000.0,,2016,4
1777,2016-04-15,Organicshop,Ecommerce,Marketplace For Organic Products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,0.0,,2016,4
1778,2016-04-15,Mind Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,0.0,,2016,4
1779,2016-04-15,Nestaway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000000.0,,2016,4
1780,2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150000.0,,2016,4
1781,2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bengaluru,"Pawan Munjal, Advantedge Partners, Astarc Ventures",Private Equity,0.0,,2016,4
1782,2016-04-18,Yufta,Ecommerce,Women\ Fashion Ecommerce Portal,Bengaluru,Ajay Data & Other Hnis,Seed Funding,0.0,,2016,4
1783,2016-04-18,Smytten,Ecommerce,Online Discovery And Shopping Platform,Gurugram,Rajan Anandan,Seed Funding,0.0,,2016,4
1784,2016-04-18,Houssup,Consumer Internet,Interior Design And Home Furnishing Portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,0.0,,2016,4
1785,2016-04-18,Jugnoo,Consumer Internet,On-Demand Delivery & Logistics Platform,Chandigarh,Paytm & Existing Investors,Private Equity,10000000.0,,2016,4
1786,2016-04-18,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,0.0,,2016,4
1787,2016-04-19,Betaout,Ecommerce,Customer Intelligence And Marketing Automation Platform,Noida,"Stanford Angels, Letsventure, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,,2016,4
1788,2016-04-19,Driverscart,Consumer Internet,On-Demand Chauffeur Provider,Chennai,Ah! Ventures,Seed Funding,450000.0,,2016,4
1789,2016-04-19,Lenskart,Ecommerce,Eyewear Etailing Platform,New Delhi,Ratan Tata,Private Equity,0.0,,2016,4
1790,2016-04-19,Collegedekho,Consumer Internet,College & Student Information Platform,New Delhi,Man Capital,Private Equity,2000000.0,,2016,4
1791,2016-04-19,Oyofit,Consumer Internet,Fitness Services Aggregator Platform,Bengaluru,Rn Agarwal,Seed Funding,0.0,,2016,4
1792,2016-04-19,Oliveboard,Consumer Internet,Online Exam Practice & Preparation Platform,Bengaluru,India Educational Investment Fund,Private Equity,0.0,,2016,4
1793,2016-04-19,Simplilearn,Consumer Internet,Online Certification Platform,Bengaluru,Brand Capital,Private Equity,0.0,,2016,4
1794,2016-04-20,1Mg,Ecommerce,Online Pharmacy,Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,,2016,4
1795,2016-04-20,Fashalot,Consumer Internet,Fashion And Store Discovery Mobile App,New Delhi,"Yournest Angel Fund, Rajul Garg",Seed Funding,0.0,,2016,4
1796,2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel Investors & Hnis,Seed Funding,0.0,,2016,4
1797,2016-04-21,M.Paani,Consumer Internet,Loyalty Rewards Platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,0.0,,2016,4
1798,2016-04-21,Yufta,Ecommerce,Hyperlocal Fashion Retail Platform,Jaipur,Ajay Data & Undisclosed Hnis,Seed Funding,0.0,,2016,4
1799,2016-04-21,Mishtag,Consumer Internet,"Style, Fashion Discovery Mobile App",New Delhi,"M&Y Partners, Svg Media, Anthil Ventures & Others",Seed Funding,0.0,,2016,4
1800,2016-04-21,Advanced Structures India,Auto,Automotive Design And Engineering Company,Bengaluru,Girnarsoft,Private Equity,0.0,,2016,4
1801,2016-04-22,Licious,Ecommerce,Mobile Based Meat Ordering App,Bengaluru,Mayfield India Ii Management Ltd,Private Equity,3000000.0,,2016,4
1802,2016-04-22,Knolskae,Consumer Internet,Educational Gamification & Simulation Platform,Bengaluru,"Inventus Capital Partners, Hr Fund",Private Equity,0.0,,2016,4
1803,2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions For Enterprises,Pune,"Ntt Finance, Telephone Corporation",Private Equity,0.0,,2016,4
1804,2016-04-22,Toko Innovation Studios,Consumer Internet,Children Entertainment Games & Products,New Delhi,Indian Angel Network,Seed Funding,450000.0,,2016,4
1805,2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0,,2016,4
1806,2016-04-25,Intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,0.0,,2016,4
1807,2016-04-25,Dropkaffe,Food & Beverage,Ready-To-Drink Beverage Producer,Bengaluru,"Growthstory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,,2016,4
1808,2016-04-26,Transerv,Consumer Internet,Digital Payments Platform,Mumbai,"Idfc Spice Fund, Micromax Informatics",Private Equity,15000000.0,,2016,4
1809,2016-04-26,Cleartax,Consumer Internet,Online Filing Of Tax Returns,Bengaluru,"Max Levchin, Scott Banister",Private Equity,1300000.0,,2016,4
1810,2016-04-26,Roposo,Ecommerce,Social Fashion Ecommerce Discovery Platform,Gurugram,Bertelsmann India Investments,Private Equity,15000000.0,,2016,4
1811,2016-04-27,Milkbasket,Consumer Internet,Micro Grocery Delivery Platform,Gurugram,Evc Ventures,Seed Funding,500000.0,,2016,4
1812,2016-04-27,Careongo,Consumer Internet,Online Pharmacy,Unknown,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,0.0,,2016,4
1813,2016-04-27,Railyatri,Consumer Internet,Train Related Information Portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,0.0,,2016,4
1814,2016-04-27,Ichr,Consumer Internet,Mobile Based Children Health Information App,New Delhi,Undisclosed,Seed Funding,450000.0,,2016,4
1815,2016-04-27,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,0.0,,2016,4
1816,2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other Unnamed Investors,Seed Funding,600000.0,,2016,4
