Sr_No,Date_dd_mm_yyyy,Startup_Name,Industry_Vertical,SubVertical,City__Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
2317,2015-10-08,Quifers,Logistics Tech Platform,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,,2015,10
2318,2015-10-09,Stockroom.Io,Developer Portfolio Showcase Platform,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,,2015,10
2319,2015-10-09,Curofy,Doctors Network Mobile App,Unknown,New Delhi,Roundglass Partners,Private Equity,0.0,Pre-Series A,2015,10
2320,2015-10-09,Cloud Lending,End-To-End Lending Platform,Unknown,Bangalore / San Mateo,Sf Capital Group,Private Equity,8000000.0,Series A,2015,10
2321,2015-10-09,Inayo,On-Demand Healthcare Marketplace,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath And Others",Seed Funding,300000.0,,2015,10
2322,2015-10-09,Wonobo,360-Degree View Creating Platform,Unknown,Bengaluru,Quikr,Private Equity,0.0,Strategic Funding,2015,10
2323,2015-10-09,Kulzy,Advertising & Marketing Community Networking Platform,Unknown,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,,2015,10
2324,2015-10-09,Zeppery,Food Ordering & Delivery App,Unknown,New Delhi,Suyash Sharma,Seed Funding,77000.0,,2015,10
2325,2015-10-12,Zify,Ride Sharing Platform,Unknown,Hyderabad,Sean Ox99Sullivan & Others,Seed Funding,190000.0,,2015,10
2326,2015-10-12,Faircent,Online P2P Lending Marketplace,Unknown,Gurugram,Aarin Capital Partners,Private Equity,0.0,Series A,2015,10
2327,2015-10-12,Bizongo,B2B Marketplace For Industrial Goods,Unknown,Mumbai,Accel Partners,Seed Funding,0.0,,2015,10
2328,2015-10-12,Gridle,Cloud Based Collaboration Platform,Unknown,Ahmedabad,Letsventure,Seed Funding,100000.0,,2015,10
2329,2015-10-12,Tripoto,Global Community For Travellers,Unknown,New Delhi,"500 Startups, Idg Ventures & Advantedge Fund, Neeraj Arora, Leon Seynave",Private Equity,0.0,Series A,2015,10
2330,2015-10-12,Mubble,Prepaid Bill Manager App,Unknown,Bengaluru,Accel Partners,Private Equity,0.0,Series A,2015,10
2331,2015-10-13,Voodoo,Mobile Only Shopping Assistant,Unknown,New Delhi,Saif Partners,Seed Funding,1000000.0,,2015,10
2332,2015-10-13,Lookup,Mobile Messaging Assistant App,Unknown,Bengaluru,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European Investment Fund",Private Equity,2500000.0,Series A,2015,10
2333,2015-10-14,Askmygift,Personalized Wish List Creator App,Unknown,Noida,Turning Ideas,Seed Funding,50000.0,,2015,10
2334,2015-10-14,Gaana.Com,Music Streaming Mobile App,Unknown,Mumbai,Micromax Informatics Ltd,Private Equity,0.0,Strategic Funding,2015,10
2335,2015-10-14,Zappfresh,Raw Meat & Ready To Eat Food Etailer,Unknown,Gurugram,Undisclosed Investors,Seed Funding,77000.0,,2015,10
2336,2015-10-14,Gymtrekker,Gym Discovery Platform,Unknown,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0.0,,2015,10
2337,2015-10-15,Bounty App,Online Purchase Rewards App,Unknown,Bengaluru,"Fireside Ventures, Mumbai Angels Mape Advisory Group.",Seed Funding,0.0,,2015,10
2338,2015-10-16,Homers.In,Home Rental Platform,Unknown,Gurugram,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0.0,,2015,10
2339,2015-10-16,Mshipper,Crowdsourced Delivery Platform,Unknown,New Delhi,Vijai Laxmi,Seed Funding,0.0,,2015,10
2340,2015-10-16,Bolrealty,Real Estate Insights Platform,Unknown,New Delhi,Manpreet Singh,Seed Funding,0.0,,2015,10
2341,2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,Unknown,Mumbai,Parampara Capital,Private Equity,1000000.0,Series A,2015,10
2342,2015-10-19,Letsventure,Startup Funding Marketplace,Unknown,Bengaluru,"Accel Partners, Anupam Mittal & Other Marquee Investors",Private Equity,0.0,Series A,2015,10
2343,2015-10-19,Citrus Payment,Payments Solution Platform,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, Econtext Asia, Beenos Asia",Private Equity,25000000.0,Series C,2015,10
2344,2015-10-19,Holidify,Travel Destination Discovery Platform,Unknown,New Delhi,Aarti Group,Seed Funding,100000.0,,2015,10
2345,2015-10-20,Primaseller,Order Fulfillment Saas Platform,Unknown,Bengaluru,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & Others",Seed Funding,0.0,,2015,10
2346,2015-10-20,Opinio,Last Mile Delivery Service,Unknown,Bengaluru,"Delhivery, Sands Capital And Accel Partners",Private Equity,7000000.0,Series A,2015,10
2347,2015-10-20,Attune Technologies,Healthcare It Solutions & Services,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,Series B,2015,10
2348,2015-10-20,Ichef.In,Gourmet Meals Delivery,Unknown,Mumbai,Springboard Ventures,Private Equity,0.0,,2015,10
2349,2015-10-21,Jiyo Natural,Healthy Meals Food Delivery Platform,Unknown,Bengaluru,Indian Angel Network,Seed Funding,0.0,,2015,10
2350,2015-10-21,Agentdesks,Real Estate Mobile Crm,Unknown,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,,2015,10
2351,2015-10-21,White Owl Brewery,Micro-Brewery,Unknown,Mumbai,"Arihant Patni, Raay Global Investments",Private Equity,1530000.0,Series A,2015,10
2352,2015-10-21,Mealhopper,Home Made Food Marketplace,Unknown,Gurugram,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,,2015,10
2353,2015-10-21,Zenify.In,Residential Rental Management Platform,Unknown,Bengaluru,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,,2015,10
2354,2015-10-21,Stockal,Personalized Stock Intelligence Platform,Unknown,Bengaluru,"R Natarajan, Mohan Alexander",Seed Funding,0.0,,2015,10
2355,2015-10-23,Medd,Personal Diagnostic Mobile App,Unknown,Mumbai,Group Of Angel Investors,Seed Funding,150000.0,Bridge Round,2015,10
2356,2015-10-23,Leaping Caravan,Online Food Ordering & Delivery Service,Unknown,Gurugram,Group Of Angel Investors,Seed Funding,150000.0,,2015,10
2357,2015-10-23,Frsh,Online Food Ordering & Delivery Service,Unknown,Gurugram,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,Bridge Round,2015,10
2358,2015-10-23,Qik Stay,Hotel Aggregator & Booking Platform,Unknown,New Delhi,Id Enablers Pvt Ltd,Seed Funding,250000.0,,2015,10
2359,2015-10-26,Parcelled,Online Logistics Platform,Unknown,Bengaluru,Delhivery,Private Equity,5000000.0,,2015,10
2360,2015-10-26,Almamapper,Online Student & Campus Social Networking Platform,Unknown,Ahmedabad,Oswal Techno Ventures Llp,Seed Funding,400000.0,,2015,10
2361,2015-10-26,Flexing It,Professionals & Project Search Marketplace,Unknown,New Delhi,Undisclosed Private Investors,Seed Funding,500000.0,,2015,10
2362,2015-10-26,Netmeds.Com,Online Pharmacy,Unknown,Chennai,"Orbimed, Pradip Dadha Group",Private Equity,50000000.0,Series A,2015,10
2363,2015-10-26,Razorpay,Online Payment Gateway,Unknown,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,Series A,2015,10
2364,2015-10-27,Jombay,Psychometric Test Online Software,Unknown,Pune,Ventureworks India,Private Equity,0.0,,2015,10
2365,2015-10-27,Happitoo,Location Based Nightlife Recommendation Platform,Unknown,Mumbai,Unnamed Investor,Seed Funding,77000.0,,2015,10
2366,2015-10-27,Care24,Professional Health Services Platform,Unknown,Mumbai,India Quotient,Seed Funding,350000.0,,2015,10
2367,2015-10-27,Roadrunnr,Hyperlocal Logistics Service,Unknown,Bengaluru,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,Series B,2015,10
2368,2015-10-27,Simpli5D,Online User Engagement Platform,Unknown,Gurugram,"Redcliffe Capital, Yournest Angel Fund",Private Equity,0.0,Bridge Funding,2015,10
2369,2015-10-28,Origa Leasing,Asset Financing Platform,Unknown,Mumbai,"Ah! Ventures, 500 Startups & Other Hnis",Seed Funding,1100000.0,,2015,10
2370,2015-10-28,Smartivity.In,Virtual Reality Activity Based Learning Platform,Unknown,New Delhi,S Chand And Co Pvt Ltd,Seed Funding,200000.0,,2015,10
2371,2015-10-28,Urdoorstep,Online Grocery Store,Unknown,Bengaluru,Jupiter Capital,Private Equity,0.0,Series A,2015,10
2372,2015-10-29,Tavaga,Investment Management Platform,Unknown,Mumbai,Tracxn Syndicate,Seed Funding,0.0,,2015,10
2373,2015-10-29,Moglix,Industrial Toons Marketplace,Unknown,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0,pre-Series A,2015,10
2374,2015-10-29,Zophop,Public Commute Helper App,Unknown,Mumbai,"Amit Singhal, Pk Gulati & Others",Seed Funding,450000.0,,2015,10
2375,2015-10-30,Niki.Ai,Artificial Intelligence Ecommerce Chatbot,Unknown,Bengaluru,Unilazer Ventures,Seed Funding,0.0,,2015,10
2376,2015-10-30,Instavans,Truck Aggregator & Logistics Service,Unknown,Bengaluru,Suresh Vaswani,Seed Funding,0.0,,2015,10
2377,2015-10-30,Lifto,Ridesharing Mobile App,Unknown,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,,2015,10
2378,2015-10-30,Tinyowl,Food Discovery & Delivery Mobile App,Unknown,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,Series B,2015,10
2379,2015-10-30,Toppr.Com,Competitive Exam Learning Platform,Unknown,Mumbai,Innoven Capital,Private Equity,2000000.0,Series C,2015,10
2380,2015-10-30,Kleeto,Document Digitization Platform,Unknown,Gurugram,Grex,Seed Funding,230000.0,pre-Series A,2015,10
2381,2015-10-30,Beaconstalk,Proximity Marketing & Mobile Advertising Platform,Unknown,Mumbai,Puneet Bhatia & Others,Seed Funding,80000.0,,2015,10
2382,2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking Platform,Unknown,Chandigarh,Paytm,Private Equity,10000000.0,Series B,2015,10
2383,2015-09-01,Toflo,Fintech Startup Incubation Platform,Unknown,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,,2015,9
2384,2015-09-01,Fxmartindia,Payment Services Platform,Unknown,Chandigarh,Flipkart,Private Equity,0.0,Strategic Investment (Majority Stake),2015,9
2385,2015-09-01,Stylecracker,Personalized Styling Platform,Unknown,Mumbai,Group Of Hni Investors,Private Equity,1000000.0,Series A,2015,9
2386,2015-09-01,Luxuryhues,Luxury Goods Shopping Platform,Unknown,Gurugram,Reliance Capital,Private Equity,900000.0,Series A,2015,9
2387,2015-09-02,Holachef,Food Delivery Platform,Unknown,Mumbai,Ratan Tata,Private Equity,0.0,Part of Series A raised in June 2015,2015,9
2388,2015-09-02,Zivame,Online Lingerie Marketplace,Unknown,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,Series C,2015,9
2389,2015-09-02,Capillary Tech,Cloud Software Solutions,Unknown,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,Series D,2015,9
2390,2015-09-03,Jobspire,Job Search Platform,Unknown,Bengaluru,Purvi Capital,Seed Funding,260000.0,,2015,9
2391,2015-09-03,Meradoctor,Doctor Consultancy Mobile App,Unknown,Mumbai,India Quotient & Other Investors,Seed Funding,0.0,,2015,9
2392,2015-09-03,Vistaar Finance,Small Business Financing (Nbfc),Unknown,Bengaluru,"Westbridge Capital, Omidyar Network, Elevar Equity, Saama Capital, Lok Capital",Private Equity,40000000.0,,2015,9
2393,2015-09-03,Hijinny,Beauty & Wellness Services Marketplace,Unknown,Mumbai,Cmyk Health Boutique Pvt Ltd & Other Individual Investors,Seed Funding,0.0,,2015,9
2394,2015-09-04,Clapsnslaps,Online Movie Review Platform,Unknown,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,,2015,9
2395,2015-09-04,Blubox,Ecommerce Brandsx99 Full Service Agency,Unknown,Mumbai,Ashish Jhalani,Seed Funding,100000.0,,2015,9
2396,2015-09-04,Roomcentral,Cloud-Based Hotel Booking Platform,Unknown,Bengaluru,Karanpal Singh,Seed Funding,2000000.0,,2015,9
2397,2015-09-07,Youthkiawaaz,Community Driven News/Views Platform,Unknown,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,,2015,9
2398,2015-09-07,Prozo,Study Material Marketplace,Unknown,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & Others",Seed Funding,205000.0,,2015,9
2399,2015-09-07,Zomato,Restaurant Ratings & Reviews Platform,Unknown,Gurugram,"Temasek, Vy Capital",Private Equity,60000000.0,Late Stage,2015,9
2400,2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,Unknown,Bhopal,Acumen Fund,Private Equity,1800000.0,Series A,2015,9
2401,2015-09-08,Mockbank,Government Test Preparation Platform,Unknown,Bengaluru,Blume Ventures,Seed Funding,400000.0,,2015,9
2402,2015-09-08,Reportbee,Smart Report Cards For Schools,Unknown,Chennai,India Educational Investment Fund,Seed Funding,0.0,,2015,9
2403,2015-09-08,Gurug Learning,Teacher Empowerment Platform,Unknown,Bengaluru,India Educational Investment Fund,Seed Funding,0.0,,2015,9
2404,2015-09-10,Onlinetyari,Multilingual Test Preparation Platform,Unknown,Gurugram,"500 Startups, Tv Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,Series A,2015,9
2405,2015-09-10,Industrybuying,Industrial Tools Marketplace,Unknown,New Delhi,"Kalaari Capital, Saif Partners, Beenextan Investment Fund",Private Equity,9200000.0,Series B,2015,9
2406,2015-09-10,The/Nudge Foundation,Non Profit Organization To Alleviate Poverty,Unknown,Bengaluru,"Nanadan Nilekani, Inmobi, Paytm",Seed Funding,315000.0,,2015,9
2407,2015-09-11,Fitmein,Gym & Fitness Studios Subscription Platform,Unknown,New Delhi,Green House Ventures,Seed Funding,100000.0,,2015,9
2408,2015-09-11,Envoged,Pre-Used Luxury Item Marketplace,Unknown,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0,,2015,9
2409,2015-09-11,Zapyle,Pre-Used Apparel Shopping Mobile App,Unknown,Bengaluru,Unknown,Seed Funding,1000000.0,,2015,9
2410,2015-09-11,Renomania,Home Design & Dxc3Xa9Cor Platform,Unknown,New Delhi,Subodh Gupta,Seed Funding,0.0,,2015,9
2411,2015-09-12,Credr,Used Vehicles Marketplace,Unknown,Mumbai,Eight Road Ventures,Private Equity,15000000.0,Series A,2015,9
2412,2015-09-12,Yatragenie,Online Bus & Cab Ticketing Platform,Unknown,Hyderabad,Ash Bhardwaj,Private Equity,0.0,Series A,2015,9
2413,2015-09-14,Canvasflip,Mobile App Testing Platform,Unknown,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,,2015,9
2414,2015-09-14,Shadowfax,Hyperlocal Delivery Services,Unknown,Gurugram,Eight Roads Ventures,Private Equity,9000000.0,Series A,2015,9
2415,2015-09-14,Ue Life Sciences,Early Cancer Detection Solutions,Unknown,Us/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,Series A,2015,9
2416,2015-09-14,Ola Cabs,Cab Rental Mobile App,Unknown,Bengaluru,"Falcon Edge Capital, Ny Based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,Late Stage,2015,9
2417,2015-09-15,Coverfox,Online Insurance Distribution Platform,Unknown,Mumbai,Cataraman Ventures,Private Equity,2000000.0,Part of $12M Series B funding,2015,9
2418,2015-09-15,Moengage,Mobile Marketing Automation Platform,Unknown,Bengaluru,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,Series A,2015,9
2419,2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Unknown,Bengaluru,Nandan Nilekani,Seed Funding,0.0,,2015,9
2420,2015-09-15,Tea Trails,Chain Of Tea Cafxc3Xa9\,Unknown,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & Others",Seed Funding,1000000.0,,2015,9
2421,2015-09-15,Room On Call,Branded Budget Hotel Marketplace,Unknown,Noida,Payal Syal,Seed Funding,300000.0,,2015,9
2422,2015-09-15,Fyne,Home Fitting & Fixtures Marketplace,Unknown,Bengaluru,Sandeep Dama & Others,Seed Funding,0.0,Pre-Series A,2015,9
2423,2015-09-16,Chaipoint,Food Subscription Platform,Unknown,Bengaluru,Eight Roads Ventures,Private Equity,10000000.0,Series A,2015,9
2424,2015-09-16,Wedmegood.Com,Wedding Planning Platform,Unknown,Gurugram,Indian Angel Network,Seed Funding,410000.0,,2015,9
2425,2015-09-16,Xstok,B2B Mobile Auction Marketplace,Unknown,Mumbai,Oliphans Capital,Seed Funding,450000.0,,2015,9
2426,2015-09-17,Unilog,Ecommerce Data Analytics Platform,Unknown,Bengaluru,Kalaari Capital,Private Equity,0.0,,2015,9
2427,2015-09-17,Paintcollar,Designer Merchandize Marketplace,Unknown,Mumbai,Applyifi,Seed Funding,0.0,Bridge Funding,2015,9
2428,2015-09-17,Yepme,Private Label Fashion Etailer,Unknown,Gurugram,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,Series D,2015,9
2429,2015-09-17,Bueno,Online Food Ordering & Delivery,Unknown,Gurugram,High Networth Individuals (No Details),Seed Funding,600000.0,,2015,9
2430,2015-09-18,Plabro,Real Estate Broker Platform App,Unknown,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,,2015,9
2431,2015-09-18,Curejoy,Online Health & Wellness Platform,Unknown,Bengaluru,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,Pre-Series A,2015,9
2432,2015-09-18,Briston Technomach,Internet Of Things Platform,Unknown,New Delhi,Undisclosed,Seed Funding,150000.0,,2015,9
2433,2015-09-18,Labstreet,Diagnostic Labs Aggregator Platform,Unknown,Gurugram,Multiple Investors,Seed Funding,150000.0,,2015,9
2434,2015-09-19,Dailyninja,Hyperlocal Delivery Platform,Unknown,Bengaluru,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0.0,,2015,9
2435,2015-09-21,Portea Medical,Home Medical Care Services,Unknown,Bengaluru,"Accel Partners, International Finance Corporation (Ifc), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,,2015,9
2436,2015-09-21,Neotrade Analytics,Real-Time Stock Data Platform,Unknown,Bengaluru,Rainmatter,Seed Funding,235000.0,,2015,9
2437,2015-09-21,Dishco,Food Discovery & Table Booking App,Unknown,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0.0,,2015,9
